epoch,total_loss,mse_loss,gradient_loss,spectral_loss,learning_rate,epoch_time_sec,best_loss,patience_counter
42,0.10567057800292969,0.0,0.0,0.0,0.001,0.0,0.10567057800292969,0
43,0.10535962677001953,0.0,0.0,0.0,0.001,0.0,0.10535962677001953,0
44,0.10454635620117188,0.0,0.0,0.0,0.001,0.0,0.10454635620117188,0
45,0.10390965270996094,0.0,0.0,0.0,0.001,0.0,0.10390965270996094,0
46,0.10354544830322265,0.0,0.0,0.0,0.001,0.0,0.10354544830322265,0
47,0.10299981689453125,0.0,0.0,0.0,0.001,0.0,0.10299981689453125,0
48,0.10246987915039063,0.0,0.0,0.0,0.001,0.0,0.10246987915039063,0
49,0.10207179260253907,0.0,0.0,0.0,0.001,0.0,0.10207179260253907,0
50,0.10169766235351563,0.0,0.0,0.0,0.001,0.0,0.10169766235351563,0
51,0.10219967651367187,0.0,0.0,0.0,0.001,0.0,0.10169766235351563,1
52,0.10084927368164062,0.0,0.0,0.0,0.001,0.0,0.10084927368164062,0
53,0.10036882019042968,0.0,0.0,0.0,0.001,0.0,0.10036882019042968,0
54,0.10005241394042969,0.0,0.0,0.0,0.001,0.0,0.10005241394042969,0
55,0.09964300537109375,0.0,0.0,0.0,0.001,0.0,0.09964300537109375,0
56,0.09935560607910156,0.0,0.0,0.0,0.001,0.0,0.09935560607910156,0
57,0.0991163558959961,0.0,0.0,0.0,0.001,0.0,0.0991163558959961,0
58,0.09868888092041016,0.0,0.0,0.0,0.001,0.0,0.09868888092041016,0
59,0.099318603515625,0.0,0.0,0.0,0.001,0.0,0.09868888092041016,1
60,0.09810371398925781,0.0,0.0,0.0,0.001,0.0,0.09810371398925781,0
61,0.09780772399902343,0.0,0.0,0.0,0.001,0.0,0.09780772399902343,0
62,0.09757541656494141,0.0,0.0,0.0,0.001,0.0,0.09757541656494141,0
63,0.09731654357910156,0.0,0.0,0.0,0.001,0.0,0.09731654357910156,0
64,0.09721295166015625,0.0,0.0,0.0,0.001,0.0,0.09721295166015625,0
65,0.0971303939819336,0.0,0.0,0.0,0.001,0.0,0.0971303939819336,0
66,0.09685183715820313,0.0,0.0,0.0,0.001,0.0,0.09685183715820313,0
67,0.09661466217041016,0.0,0.0,0.0,0.001,0.0,0.09661466217041016,0
68,0.09636276245117187,0.0,0.0,0.0,0.001,0.0,0.09636276245117187,0
69,0.09614012145996094,0.0,0.0,0.0,0.001,0.0,0.09614012145996094,0
70,0.09598587036132812,0.0,0.0,0.0,0.001,0.0,0.09598587036132812,0
71,0.09578897094726563,0.0,0.0,0.0,0.001,0.0,0.09578897094726563,0
72,0.09581085968017578,0.0,0.0,0.0,0.001,0.0,0.09578897094726563,1
73,0.09563444519042968,0.0,0.0,0.0,0.001,0.0,0.09563444519042968,0
74,0.09549943542480469,0.0,0.0,0.0,0.001,0.0,0.09549943542480469,0
75,0.09533517456054688,0.0,0.0,0.0,0.001,0.0,0.09533517456054688,0
76,0.09521223449707031,0.0,0.0,0.0,0.001,0.0,0.09521223449707031,0
77,0.09511767578125,0.0,0.0,0.0,0.001,0.0,0.09511767578125,0
78,0.09491204833984375,0.0,0.0,0.0,0.001,0.0,0.09491204833984375,0
79,0.09470435333251953,0.0,0.0,0.0,0.001,0.0,0.09470435333251953,0
80,0.09448043823242187,0.0,0.0,0.0,0.001,0.0,0.09448043823242187,0
81,0.09450685119628906,0.0,0.0,0.0,0.001,0.0,0.09448043823242187,1
82,0.0946037139892578,0.0,0.0,0.0,0.001,0.0,0.09448043823242187,2
83,0.09483325958251954,0.0,0.0,0.0,0.001,0.0,0.09448043823242187,3
84,0.09469963836669922,0.0,0.0,0.0,0.001,0.0,0.09448043823242187,4
85,0.09401564025878906,0.0,0.0,0.0,0.001,0.0,0.09401564025878906,0
86,0.09410037231445313,0.0,0.0,0.0,0.001,0.0,0.09401564025878906,1
87,0.09548062133789062,0.0,0.0,0.0,0.001,0.0,0.09401564025878906,2
88,0.09377401733398437,0.0,0.0,0.0,0.001,0.0,0.09377401733398437,0
89,0.09360682678222657,0.0,0.0,0.0,0.001,0.0,0.09360682678222657,0
90,0.09352130889892578,0.0,0.0,0.0,0.001,0.0,0.09352130889892578,0
91,0.09339613342285157,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,0
92,0.1365740051269531,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,1
93,0.13304216003417968,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,2
94,0.1192617416381836,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,3
95,0.11242582702636719,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,4
96,0.10868513488769531,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,5
97,0.10585340881347656,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,6
98,0.10403424072265625,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,7
99,0.10263473510742188,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,8
100,0.10151559448242188,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,9
101,0.10062152099609376,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,10
102,0.09992737579345704,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,11
103,0.0993201904296875,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,12
104,0.0990258331298828,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,13
105,0.09846402740478516,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,14
106,0.09815542602539062,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,15
107,0.09783067321777343,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,16
108,0.09750936889648437,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,17
109,0.09718659210205079,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,18
110,0.09696666717529297,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,19
111,0.09682087707519531,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,20
112,0.09659349060058593,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,21
113,0.0963792953491211,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,22
114,0.09638949584960937,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,23
115,0.09616349792480469,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,24
116,0.09728675842285156,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,25
117,0.10388893127441406,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,26
118,0.09639744567871093,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,27
119,0.0959886474609375,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,28
120,0.09550039672851562,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,29
121,0.0977386474609375,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,30
122,0.09509931945800781,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,31
123,0.09483729553222656,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,32
124,0.09469757080078126,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,33
125,0.09463079833984375,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,34
126,0.09448030853271484,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,35
127,0.09454185485839844,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,36
128,0.11643223571777343,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,37
129,0.09893115234375,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,38
130,0.09662783813476562,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,39
131,0.09609333801269532,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,40
132,0.09555785369873047,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,41
133,0.09517585754394531,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,42
134,0.09509300994873048,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,43
135,0.09484609222412109,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,44
136,0.09473788452148438,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,45
137,0.09458244323730469,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,46
138,0.09449795532226563,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,47
139,0.09439393615722656,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,48
140,0.09434197235107422,0.0,0.0,0.0,0.001,0.0,0.09339613342285157,49
